Symbol	Synonyms	chromosome	strand	start	end	GeneID	ensembl_id
AGPAT3	1-AGPAT 3|LPAAT-GAMMA1|LPAAT3|LPLAT3	21	1.0	43865223.0	43987592.0	56894	ENSG00000160216
AGPAT4	1-AGPAT4|LPAAT-delta|LPAAT4|LPLAT4|dJ473J16.2	6	-1.0	161129967.0	161274061.0	56895	ENSG00000026652
DPYSL5	CRAM|CRMP-5|CRMP5|CV2|RTSC4|Ulip6	2	1.0	26847747.0	26950351.0	56896	ENSG00000157851
WRNIP1	CFAP93|FAP93|WHIP|bA420G6.2	6	1.0	2765393.0	2786952.0	56897	ENSG00000124535
BDH2	DHRS6|EFA6R|PRO20933|SDR15C1|UCPA-OR|UNQ6308	4	-1.0	103077592.0	103099870.0	56898	ENSG00000164039
ANKS1B	AIDA|AIDA-1|ANKS2|EB-1|EB1|cajalin-2	12	-1.0	98726457.0	99984936.0	56899	ENSG00000185046
TMEM167B	AD-020|C1orf119	1	1.0	109090764.0	109096934.0	56900	ENSG00000215717
NDUFA4L2	COXFA4L2|MISTRH|NUOMS	12	-1.0	57234903.0	57240715.0	56901	ENSG00000185633
PNO1	KHRBP1|RRP20	2	1.0	68157888.0	68176238.0	56902	ENSG00000115946
PAPOLB	PAPT|TPAP	7	-1.0	4857738.0	4862030.0	56903	ENSG00000218823
SH3GLB2	PP6569|PP9455|RRIG1	9	-1.0	129007036.0	129028331.0	56904	ENSG00000148341
C15orf39	-	15	1.0	75195643.0	75212169.0	56905	ENSG00000167173
THAP10	-	15	-1.0	70881342.0	70892433.0	56906	ENSG00000129028
SPIRE1	Spir-1	18	-1.0	12446512.0	12658107.0	56907	ENSG00000134278
STARD7	ADCME|BAFME2|FAME|FAME2|FCMTE2|GTT1	2	-1.0	96184859.0	96208827.0	56910	ENSG00000084090
MAP3K7CL	C21orf7|HC21ORF7|TAK1L|TAKL|TAKL-1|TAKL-2|TAKL-4	21	1.0	29077221.0	29175889.0	56911	ENSG00000156265
IFT46	C11orf2|C11orf60|CFAP32|FAP32	11	-1.0	118544528.0	118572970.0	56912	ENSG00000118096
C1GALT1	C1GALT|T-synthase	7	1.0	7156934.0	7248616.0	56913	ENSG00000106392
OTOR	FDP|MIAL1	20	1.0	16748358.0	16770062.0	56914	ENSG00000125879
EXOSC5	CABAC|RRP41B|RRP46|Rrp46p|hRrp46p|p12B	19	-1.0	41386371.0	41397362.0	56915	ENSG00000077348
SMARCAD1	ADERM|BASNS|ETL1|HEL1|HRZ|TYS	4	1.0	94207611.0	94291292.0	56916	ENSG00000163104
MEIS3	MRG2	19	-1.0	47403124.0	47419527.0	56917	ENSG00000105419
C2orf83	-	2	-1.0	227610090.0	227642365.0	56918	ENSG00000290795
DHX33	DDX33	17	-1.0	5440917.0	5468982.0	56919	ENSG00000005100
SEMA3G	sem2	3	-1.0	52433035.0	52445103.0	56920	ENSG00000010319
MCCC1	MCC-B|MCCA|MCCCalpha	3	-1.0	183015218.0	183116075.0	56922	ENSG00000078070
NMUR2	FM-4|FM4|NMU-R2|NMU2R|TGR-1|TGR1	5	-1.0	152391546.0	152433368.0	56923	ENSG00000132911
PAK6	PAK5	15	1.0	40217428.0	40277487.0	56924	ENSG00000137843
LXN	ECI|TCI	3	-1.0	158645822.0	158672648.0	56925	ENSG00000079257
NCLN	NET59	19	1.0	3185563.0	3209575.0	56926	ENSG00000125912
GPR108	LUSTR2	19	-1.0	6729914.0	6737580.0	56927	ENSG00000125734
SPPL2B	IMP-4|IMP4|PSH4|PSL1	19	1.0	2328615.0	2355095.0	56928	ENSG00000005206
FEM1C	EUROIMAGE686608|EUROIMAGE783647|FEM1A	5	-1.0	115520908.0	115544775.0	56929	ENSG00000145780
DUS3L	DUS3	19	-1.0	5784832.0	5791225.0	56931	ENSG00000141994
CA10	CA-RPX|CARPX|HUCEP-15	17	-1.0	51630313.0	52160017.0	56934	ENSG00000154975
SMCO4	C11orf75|FN5	11	-1.0	93478472.0	93543391.0	56935	ENSG00000166002
CCDC177	C14orf162|PLPL	14	-1.0	69569799.0	69574871.0	56936	ENSG00000267909
PMEPA1	STAG1|TMEPAI	20	-1.0	57648392.0	57711536.0	56937	ENSG00000124225
BMAL2	ARNTL2|CLIF|MOP9|PASD9|bHLHe6	12	1.0	27332836.0	27425289.0	56938	ENSG00000029153
DUSP22	JKAP|JSP-1|JSP1|LMW-DSP2|LMWDSP2|MKP-x|MKPX|VHX	6	1.0	291630.0	351355.0	56940	ENSG00000112679
HMCES	C3orf37|DC12|SRAPD1	3	1.0	129278828.0	129306186.0	56941	ENSG00000183624
CMC2	2310061C15Rik|C16orf61|DC13	16	-1.0	80966448.0	81020270.0	56942	ENSG00000103121
ENY2	DC6|Sus1|e(y)2	8	1.0	109334324.0	109345954.0	56943	ENSG00000120533
OLFML3	HNOEL-iso|OLF44	1	1.0	113979391.0	114035572.0	56944	ENSG00000116774
MRPS22	C3orf5|COXPD5|GIBT|GK002|MRP-S22|ODG7|RPMS22|mS22	3	1.0	139005806.0	139360497.0	56945	ENSG00000175110
EMSY	C11orf30|GL002	11	1.0	76444923.0	76553031.0	56946	ENSG00000158636
MFF	C2orf33|EMPF2|GL004	2	1.0	227325151.0	227357833.0	56947	ENSG00000168958
SDR39U1	C14orf124|HCDI	14	-1.0	24439766.0	24442905.0	56948	ENSG00000100445
XAB2	HCNP|HCRN|NTC90|SYF1	19	-1.0	7619525.0	7629545.0	56949	ENSG00000076924
SMYD2	HSKM-B|KMT3C|ZMYND14	1	1.0	214281102.0	214337131.0	56950	ENSG00000143499
C5orf15	HTGN29|KCT2	5	-1.0	133955510.0	133968674.0	56951	ENSG00000113583
PRTFDC1	HHGP	10	-1.0	24848614.0	24952606.0	56952	ENSG00000099256
NT5M	dNT-2|dNT2|mdN	17	1.0	17303335.0	17347663.0	56953	ENSG00000205309
NIT2	HEL-S-8a	3	1.0	100334739.0	100361635.0	56954	ENSG00000114021
MEPE	OF45	4	1.0	87821398.0	87846814.0	56955	ENSG00000152595
LHX9	-	1	1.0	197911902.0	197935478.0	56956	ENSG00000143355
OTUD7B	CEZANNE|ZA20D1	1	-1.0	149937812.0	150010726.0	56957	ENSG00000264522
SHD	-	19	1.0	4279266.0	4290722.0	56961	ENSG00000105251
RGMA	RGM	15	-1.0	93035271.0	93089211.0	56963	ENSG00000182175
WDR93	C1d-87|CFAP297|FAP297	15	1.0	89690811.0	89743638.0	56964	ENSG00000140527
PARP6	ARTD17|PARP-6-B1|PARP-6-C|pART17	15	-1.0	72241181.0	72272999.0	56965	ENSG00000137817
C14orf132	C14orf88	14	1.0	96039362.0	96093971.0	56967	ENSG00000227051
RPL23AP32	RPL23A_9_220	2	1.0	52600000.0	54700000.0	56969	
ATXN7L3	SGF11	17	-1.0	44191805.0	44200113.0	56970	ENSG00000087152
CEACAM19	CEACM19|CEAL1	19	1.0	44662278.0	44684359.0	56971	ENSG00000186567
FAM20C	DMP-4|DMP4|G-CK|GEF-CK|RNS	7	1.0	192571.0	260772.0	56975	ENSG00000177706
STOX2	-	4	1.0	183797692.0	184023526.0	56977	ENSG00000173320
PRDM8	EPM10|KMT8D|PFM5	4	1.0	80183879.0	80204329.0	56978	ENSG00000152784
PRDM9	KMT8B|MEISETZ|MSBP3|PFM6|ZNF899	5	1.0	23443586.0	23528093.0	56979	ENSG00000164256
PRDM10	BHD2|PFM7|TRIS	11	-1.0	129899706.0	130002835.0	56980	ENSG00000170325
PRDM11	PFM8	11	1.0	45095806.0	45235110.0	56981	ENSG00000019485
POGLUT1	C3orf9|CLP46|KDELCL1|KTELC1|LGMD2Z|LGMDR21|MDS010|MDSRP|Rumi|hCLP46	3	1.0	119468963.0	119494708.0	56983	ENSG00000163389
PSMG2	CLAST3|HCCA3|HsT1707|MDS003|PAC2|PRAAS4|TNFSF5IP1	18	1.0	12658043.0	12728945.0	56984	ENSG00000128789
ADPRM	C17orf48|MDS006|NBLA03831	17	1.0	10697594.0	10711558.0	56985	ENSG00000170222
DTWD1	MDS009	15	1.0	49621037.0	49656232.0	56986	ENSG00000104047
BBX	ARTC1|HBP2|HSPC339|MDS001	3	1.0	107522936.0	107811339.0	56987	ENSG00000114439
CDC42SE2	SPEC2	5	1.0	131245493.0	131398447.0	56990	ENSG00000158985
KIF15	BRDCS2|HKLP2|KLP2|KNSL7|NY-BR-62	3	1.0	44761721.0	44873376.0	56992	ENSG00000163808
TOMM22	1C9-2|MST065|MSTP065|TOM22	22	1.0	38681957.0	38685421.0	56993	ENSG00000100216
CHPT1	CPT|CPT1	12	1.0	101696947.0	101744140.0	56994	ENSG00000111666
TULP4	TUSP	6	1.0	158232236.0	158511828.0	56995	ENSG00000130338
SLC12A9	CCC6|CIP1|WO3.3|hCCC6	7	1.0	100826820.0	100867010.0	56996	ENSG00000146828
COQ8A	ADCK3|ARCA2|CABC1|COQ10D4|COQ8|SCAR9	1	1.0	226940286.0	226987544.0	56997	ENSG00000163050
CTNNBIP1	ICAT	1	-1.0	9848276.0	9910336.0	56998	ENSG00000178585
ADAMTS9	-	3	-1.0	64515654.0	64688000.0	56999	ENSG00000163638
GSN-AS1	C9orf31|MOST2	9	-1.0	121280768.0	121285530.0	57000	ENSG00000235865
SDHAF3	ACN9|DC11|LYRM10|Sdh7	7	1.0	97117698.0	97181763.0	57001	ENSG00000196636
YAE1	C7orf36|CIAB2|GK003|YAE1D1	7	1.0	39566385.0	39610320.0	57002	ENSG00000241127
CCDC47	GK001|MSTP041|THNS	17	-1.0	63745255.0	63776351.0	57003	ENSG00000108588
UNGP1	-	16	1.0	47000000.0	52600000.0	57004	
UNGP2	-	14	1.0	24100000.0	32900000.0	57005	
ACKR3	CMKOR1|CXC-R7|CXCR-7|CXCR7|GPR159|RDC-1|RDC1	2	1.0	236567787.0	236582354.0	57007	ENSG00000144476
RLFP1	RLFP	4	1.0	113200000.0	119900000.0	57008	
PTS-P1	-	9	1.0	40000000.0	42200000.0	57009	
CABP4	CRSD|CSNB2B	11	1.0	67452406.0	67461752.0	57010	ENSG00000175544
AKR1B10	AKR1B11|AKR1B12|ALDRLn|ARL-1|ARL1|HIS|HSI	7	1.0	134527567.0	134541412.0	57016	ENSG00000198074
COQ9	C16orf49|COQ10D5	16	1.0	57447425.0	57461270.0	57017	ENSG00000088682
CCNL1	ANIA6A|BM-001|PRO1073|ania-6a	3	-1.0	157146508.0	157160760.0	57018	ENSG00000163660
CIAPIN1	Anamorsin|CIAE2|DRE2|PRO0915	16	-1.0	57428187.0	57447420.0	57019	ENSG00000005194
VPS35L	C16orf62|EC97|RTSC3	16	1.0	19555240.0	19706793.0	57020	ENSG00000103544
PDXP	CIN|PLP|dJ37E16.5	22	1.0	37658723.0	37666932.0	57026	ENSG00000241360
SLC17A7	BNPI|VGLUT1	19	-1.0	49429401.0	49442360.0	57030	ENSG00000104888
RSRP1	C1orf63|NPD014	1	-1.0	25242249.0	25338213.0	57035	ENSG00000117616
ANKMY2	ZMYND20	7	-1.0	16599779.0	16645817.0	57037	ENSG00000106524
RARS2	ArgRS|DALRD2|PCH6|PRO1992|RARSL	6	-1.0	87513459.0	87590028.0	57038	ENSG00000146282
TWSG1	TSG	18	1.0	9334767.0	9402420.0	57045	ENSG00000128791
PLSCR2	-	3	-1.0	146391421.0	146495991.0	57047	ENSG00000163746
PLSCR3	-	17	-1.0	7389727.0	7394842.0	57048	ENSG00000187838
UTP3	CRL1|CRLZ1|SAS10	4	1.0	70688532.0	70690551.0	57050	ENSG00000132467
CHRNA10	-	11	-1.0	3665587.0	3671384.0	57053	ENSG00000129749
DAZ3	pDP1679	Y	-1.0	24763069.0	24813492.0	57054	ENSG00000187191
DAZ2	pDP1678	Y	1.0	23219447.0	23291356.0	57055	ENSG00000205944
TBX20	ASD4	7	-1.0	35202430.0	35254100.0	57057	ENSG00000164532
PCBP4	CBP|LIP4|MCG10	3	-1.0	51957454.0	51974016.0	57060	ENSG00000090097
HYMAI	NCRNA00020	6	-1.0	144004916.0	144008262.0	57061	ENSG00000283122
DDX24	-	14	-1.0	94048287.0	94081202.0	57062	ENSG00000089737
KNL1	AF15Q14|CASC5|CT29|D40|MCPH4|PPP1R55|Spc7|hKNL-1|hSpc105	15	1.0	40594020.0	40664342.0	57082	ENSG00000137812
SLC17A6	DNPI|VGLUT2	11	1.0	22338381.0	22379503.0	57084	ENSG00000091664
AGTRAP	ATRAP	1	1.0	11736084.0	11754802.0	57085	ENSG00000177674
PLSCR4	TRA1	3	-1.0	146192335.0	146251179.0	57088	ENSG00000114698
ENTPD7	LALP1	10	1.0	99659509.0	99711241.0	57089	ENSG00000198018
CASS4	C20orf32|CAS4|HEFL|HEPL	20	1.0	56412112.0	56460387.0	57091	ENSG00000087589
PCNP	-	3	1.0	101574180.0	101594465.0	57092	ENSG00000081154
TRIM49	RNF18|TRIM49A|TRIM49L2	11	-1.0	89797655.0	89808575.0	57093	ENSG00000168930
CPA6	CPAH|ETL5|FEB11	8	-1.0	67422038.0	67746378.0	57094	ENSG00000165078
PITHD1	C1orf128|HT014|TXNL1CL	1	1.0	23778418.0	23788232.0	57095	ENSG00000057757
RPGRIP1	CORD13|LCA6|RGI1|RGRIP|RPGRIP|RPGRIP1d	14	1.0	21280083.0	21351301.0	57096	ENSG00000092200
PARP11	ARTD11|C12orf6|MIB006	12	-1.0	3791047.0	3873448.0	57097	ENSG00000111224
AVEN	PDCD12	15	-1.0	33858782.0	34075155.0	57099	ENSG00000169857
ANO2	C12orf3|TMEM16B	12	-1.0	5531869.0	5946232.0	57101	ENSG00000047617
C12orf4	MRT66	12	-1.0	4487735.0	4538508.0	57102	ENSG00000047621
TIGAR	C12orf5|FR2BP	12	1.0	4307763.0	4360028.0	57103	ENSG00000078237
PNPLA2	1110001C14Rik|ATGL|FP17548|PEDF-R|TTS-2.2|TTS2|iPLA2zeta	11	1.0	818914.0	825573.0	57104	ENSG00000177666
CYSLTR2	CYSLT2|CYSLT2R|GPCR21|HG57|HPN321|KPG_011|PSEC0146|hGPCR21	13	1.0	48653711.0	48711226.0	57105	ENSG00000152207
NAT14	KLP1	19	1.0	55485188.0	55487568.0	57106	ENSG00000090971
PDSS2	C6orf210|COQ10D3|COQ1B|DLP1|bA59I9.3|hDLP1	6	-1.0	107152562.0	107459564.0	57107	ENSG00000164494
KMT5AP1	SET07p|SET7|SETD8P1	13	1.0	17700000.0	18900000.0	57108	
REXO4	REX4|XPMC2|XPMC2H	9	-1.0	133406059.0	133418096.0	57109	ENSG00000148300
PLAAT1	A-C1|H-REV107|HRASLS|HRASLS1|HRSL1|HSD28|PLA/AT1|PLAAT-1	3	1.0	193241128.0	193277738.0	57110	ENSG00000127252
RAB25	CATX-8|RAB11C	1	1.0	156061160.0	156070504.0	57111	ENSG00000132698
TRPC7	TRP7	5	-1.0	136212745.0	136365545.0	57113	ENSG00000069018
PGLYRP4	PGLYRPIbeta|PGRP-Ibeta|PGRPIB|SBBI67	1	-1.0	153330120.0	153348841.0	57115	ENSG00000163218
ZNF695	SBZF3	1	-1.0	246945547.0	247008093.0	57116	ENSG00000197472
INTS12	INT12|PHF22|SBBI22	4	-1.0	105682627.0	105895986.0	57117	ENSG00000138785
CAMK1D	CKLiK|CaM-K1|CaMKID	10	1.0	12349547.0	12835545.0	57118	ENSG00000183049
EPPIN	CT71|CT72|SPINLW1|WAP7|WFDC7|dJ461P17.2	20	-1.0	45540626.0	45547752.0	57119	ENSG00000101448
GOPC	CAL|FIG|GOPC1|PIST|dJ94G16.2	6	-1.0	117560269.0	117602542.0	57120	ENSG00000047932
LPAR5	GPR92|GPR93|KPG_010|LPA5	12	-1.0	6618835.0	6635960.0	57121	ENSG00000184574
NUP107	NPHS11|NUP84|ODG6|ODG6; GAMOS7	12	1.0	68686951.0	68745809.0	57122	ENSG00000111581
CD248	CD164L1|TEM1	11	-1.0	66314494.0	66317044.0	57124	ENSG00000174807
PLXDC1	TEM3|TEM7	17	-1.0	39063313.0	39154394.0	57125	ENSG00000161381
CD177	HNA-2a|HNA2A|NB1|NB1 GP|PRV-1|PRV1	19	1.0	43353686.0	43363172.0	57126	ENSG00000204936
RHBG	SLC42A2	1	1.0	156369211.0	156385219.0	57127	ENSG00000132677
LYRM4	C6orf149|CGI-203|COXPD19|ISD11	6	-1.0	5103629.0	5260950.0	57128	ENSG00000214113
MRPL47	CGI-204|L47mt|MRP-L47|NCM1|uL29m	3	-1.0	179588285.0	179604649.0	57129	ENSG00000136522
ATP13A1	ATP13A|CGI-152	19	-1.0	19645198.0	19663676.0	57130	ENSG00000105726
CHMP1B	C10orf2|C18-ORF2|C18orf2|CHMP1.5|Vps46-2|Vps46B|hVps46-2	18	1.0	11851413.0	11854444.0	57132	ENSG00000255112
MAN1C1	HMIC|MAN1A3|MAN1C|pp6318	1	1.0	25616791.0	25786206.0	57134	ENSG00000117643
DAZ4	pDP1680|pDP1681	Y	1.0	24833843.0	24907040.0	57135	ENSG00000205916
APMAP	BSCv|C20orf3	20	-1.0	24962925.0	24992751.0	57136	ENSG00000101474
RGL3	-	19	-1.0	11384341.0	11419328.0	57139	ENSG00000205517
RNPEPL1	-	2	1.0	240565804.0	240581372.0	57140	ENSG00000142327
RTN4	ASY|NI220/250|NOGO|NSP|NSP-CL|Nbla00271|Nbla10545|RTN-X|RTN4-A|RTN4-B1|RTN4-B2|RTN4-C	2	-1.0	54972187.0	55112621.0	57142	ENSG00000115310
ADCK1	MCP2	14	1.0	77800109.0	77935014.0	57143	ENSG00000063761
PAK5	PAK7	20	-1.0	9537370.0	9839076.0	57144	ENSG00000101349
LDAF1	TMEM159	16	1.0	21158377.0	21180616.0	57146	ENSG00000011638
SCYL3	PACE-1|PACE1	1	-1.0	169849631.0	169894267.0	57147	ENSG00000000457
RALGAPB	KIAA1219|RalGAPbeta	20	1.0	38472816.0	38578859.0	57148	ENSG00000170471
LYRM1	A211C6.1	16	1.0	20899868.0	20925006.0	57149	ENSG00000102897
SMIM8	C6orf162|dJ102H19.2	6	1.0	87322583.0	87399749.0	57150	ENSG00000111850
LYZL6	HEL-S-6a|LYC1|LYZB|PRO1485|TKAL754|UNQ754	17	-1.0	35934518.0	35943713.0	57151	ENSG00000275722
SLURP1	ANUP|ARS|ArsB|LY6-MT|LY6LS|MDM	8	-1.0	142740949.0	142742406.0	57152	ENSG00000126233
SLC44A2	CTL2|PP1292	19	1.0	10602457.0	10644557.0	57153	ENSG00000129353
SMURF1	-	7	-1.0	99027440.0	99144108.0	57154	ENSG00000198742
TMEM63C	C14orf171|CSC1|SPG87|hsCSC1	14	1.0	77116568.0	77259495.0	57156	ENSG00000165548
PHTF2	-	7	1.0	77798773.0	77957503.0	57157	ENSG00000006576
JPH2	CMD2E|CMH17|JP-2|JP2	20	-1.0	44106590.0	44187188.0	57158	ENSG00000149596
TRIM54	MURF|MURF-3|RNF30|muRF3	2	1.0	27282429.0	27307439.0	57159	ENSG00000138100
PELI2	-	14	1.0	56117814.0	56301524.0	57161	ENSG00000139946
PELI1	-	2	-1.0	64092652.0	64144420.0	57162	ENSG00000197329
GJC2	CX46.6|Cx47|GJA12|HLD2|LMPH1C|LMPHM3|PMLDAR|SPG44	1	1.0	228149930.0	228159826.0	57165	ENSG00000198835
SALL4	DRRS|HSAL4|IVIC|ZNF797	20	-1.0	51782331.0	51802521.0	57167	ENSG00000101115
ASPHD2	-	22	1.0	26429260.0	26445015.0	57168	ENSG00000128203
ZNFX1	IMD91	20	-1.0	49237946.0	49278426.0	57169	ENSG00000124201
DOLPP1	LSFR2	9	1.0	129081111.0	129090438.0	57171	ENSG00000167130
CAMK1G	CLICK3|CLICKIII|VWS1	1	1.0	209583714.0	209613939.0	57172	ENSG00000008118
CORO1B	CORONIN-2	11	-1.0	67435510.0	67443821.0	57175	ENSG00000172725
VARS2	COXPD20|VALRS|VARS2L|VARSL	6	1.0	30914205.0	30926459.0	57176	ENSG00000137411
ZMIZ1	MIZ|NEDDFSA|RAI17|TRAFIP10|ZIMP10	10	1.0	79068966.0	79316519.0	57178	ENSG00000108175
KIAA1191	p33MONOX|p60MONOX	5	-1.0	176346062.0	176361807.0	57179	ENSG00000122203
ACTR3B	ARP11|ARP3BETA	7	1.0	152759749.0	152855378.0	57180	ENSG00000133627
SLC39A10	LZT-Hs2|ZIP10	2	1.0	195575977.0	195737702.0	57181	ENSG00000196950
ANKRD50	-	4	-1.0	124664048.0	124712732.0	57182	ENSG00000151458
FAM219B	C15orf17	15	-1.0	74899992.0	74906883.0	57184	ENSG00000178761
NIPAL3	DJ462O23.2|NPAL3|SLC57A5	1	1.0	24415802.0	24472976.0	57185	ENSG00000001461
RALGAPA2	AS250|C20orf74|bA287B20.1|dJ1049G11|dJ1049G11.4|p220	20	-1.0	20389530.0	20712644.0	57186	ENSG00000188559
THOC2	CXorf3|MRX12|MRX35|THO2|XLID12|dJ506G2.1|hTREX120	X	-1.0	123600561.0	123733056.0	57187	ENSG00000125676
ADAMTSL3	ADAMTSL-3	15	1.0	83654088.0	84039842.0	57188	ENSG00000156218
DENND11	KIAA1147|LCHN|PRO2561	7	-1.0	141656728.0	141702166.0	57189	ENSG00000257093
SELENON	CFTD|CMYP3|MDRS1|RSMD1|RSS|SELN|SEPN1	1	1.0	25800193.0	25818221.0	57190	ENSG00000162430
VN1R1	V1RL1|VNR19I1|ZVNH1|ZVNR1	19	-1.0	57454790.0	57457140.0	57191	ENSG00000178201
MCOLN1	MG-2|ML1|ML4|MLIV|MST080|MSTP080|TRP-ML1|TRPM-L1|TRPML1	19	1.0	7522624.0	7534009.0	57192	ENSG00000090674
ATP10A	ATP10C|ATPVA|ATPVC	15	-1.0	25677273.0	25865184.0	57194	ENSG00000206190
ATP8B2	ATPID	1	1.0	154325525.0	154351304.0	57198	ENSG00000143515
ATP10D	ATPVD	4	1.0	47485275.0	47593486.0	57205	ENSG00000145246
ZNF248	bA162G10.3	10	-1.0	37776526.0	37858106.0	57209	ENSG00000198105
SLC45A4	-	8	-1.0	141207166.0	141308305.0	57210	ENSG00000022567
ADGRG6	APG1|DREG|GPR126|LCCS9|PR126|PS1TP2|VIGR	6	1.0	142301854.0	142446266.0	57211	ENSG00000112414
GFOD3P	KIAA0495|PDAM|TP73-AS1	1	-1.0	3735511.0	3747373.0	57212	ENSG00000227372
SPRYD7	C13orf1|CLLD6	13	-1.0	49912702.0	49936490.0	57213	ENSG00000123178
CEMIP	CCSP1|CEMIP1|HYBID|KIAA1199|TMEM2L	15	1.0	80779343.0	80951776.0	57214	ENSG00000103888
THAP11	CTG-B43a|CTG-B45d|HRIHFB2206|RONIN	16	1.0	67842320.0	67844195.0	57215	ENSG00000168286
VANGL2	LPP1|LTAP|STB1|STBM|STBM1	1	1.0	160400564.0	160428670.0	57216	ENSG00000162738
TTC7A	GIDID|MINAT|TTC7	2	1.0	46915869.0	47076137.0	57217	ENSG00000068724
ARFGEF3	A7322|BIG3|C6orf92|KIAA1244|PPP1R33|dJ171N11.1	6	1.0	138161939.0	138344663.0	57221	ENSG00000112379
ERGIC1	AMC2|AMCN|ERGIC-32|ERGIC32|NET24	5	1.0	172834251.0	172952792.0	57222	ENSG00000113719
PPP4R3B	FLFL2|PP4R3B|PSY2|SMEK2|smk1	2	-1.0	55547292.0	55618880.0	57223	ENSG00000275052
NHSL1	C6orf63	6	-1.0	138422043.0	138692571.0	57224	ENSG00000135540
LYRM2	DJ122O8.2	6	-1.0	89568144.0	89638749.0	57226	ENSG00000083099
SMAGP	hSMAGP	12	-1.0	51244558.0	51270415.0	57228	ENSG00000170545
SNX14	RGS-PX2|SCAR20	6	-1.0	85504776.0	85594156.0	57231	ENSG00000135317
ZNF630	dJ54B20.2	X	-1.0	47983356.0	48071658.0	57232	ENSG00000221994
LINC00869	FAM91A2	1	1.0	149606209.0	149705716.0	57234	ENSG00000291158
SLC4A10	NBCn2|NCBE	2	1.0	161424332.0	161985282.0	57282	ENSG00000144290
IGHV7-4-1	IGHV7-41|IGHV741	14	-1.0	106025145.0	106025630.0	57289	ENSG00000282122
IGHV3-30-3	IGHV3-3|IGHV3303	14	1.0	103500000.0	107043718.0	57290	
DANCR	AGU2|ANCR|KIAA0114|SNHG13|lncRNA-ANCR	4	1.0	52712325.0	52723623.0	57291	ENSG00000226950
KIR2DL5A	CD158F|KIR2DL5|KIR2DL5.1|KIR2DL5.3	19	1.0	0.0	6900000.0	57292	
KAT14	ATAC2|CRP2BP|CSRP2BP|PRO1194|dJ717M23.1	20	1.0	18137228.0	18188387.0	57325	ENSG00000149474
PBXIP1	HPIP	1	-1.0	154944076.0	154956123.0	57326	ENSG00000163346
CBX8	PC3|RC1	17	-1.0	79792132.0	79801683.0	57332	ENSG00000141570
RCN3	RLP49	19	1.0	49528003.0	49546962.0	57333	ENSG00000142552
ZNF286A	ZNF286	17	1.0	15699577.0	15720787.0	57335	ENSG00000187607
ZNF287	ZKSCAN13|ZSCAN45	17	-1.0	16546954.0	16569204.0	57336	ENSG00000141040
SENP7	-	3	-1.0	101324205.0	101513241.0	57337	ENSG00000138468
JPH3	CAGL237|HDL2|JP-3|JP3|TNRC22	16	1.0	87601835.0	87698156.0	57338	ENSG00000154118
ZNF304	-	19	1.0	57351271.0	57359898.0	57343	ENSG00000131845
TTYH1	-	19	1.0	54415219.0	54436904.0	57348	ENSG00000167614
GJD2	CX36|GJA9	15	-1.0	34751032.0	34754998.0	57369	ENSG00000159248
AICDA	AID|ARP2|CDA2|HEL-S-284|HIGM2	12	-1.0	8602155.0	8613242.0	57379	ENSG00000111732
MRS2	HPT|MRS2L	6	1.0	24402908.0	24426194.0	57380	ENSG00000124532
RHOJ	ARHJ|RASL7B|TC10B|TCL	14	1.0	63204114.0	63293508.0	57381	ENSG00000126785
CLTRN	NX-17|NX17|TMEM27	X	-1.0	15627318.0	15675012.0	57393	ENSG00000147003
CLK4	-	5	-1.0	178602664.0	178630615.0	57396	ENSG00000113240
S100A14	BCMP84|S100A15	1	-1.0	153614255.0	153616986.0	57402	ENSG00000189334
RAB22A	-	20	1.0	58309715.0	58367507.0	57403	ENSG00000124209
CYP20A1	CYP-M	2	1.0	203238977.0	203306026.0	57404	ENSG00000119004
SPC25	AD024|SPBC25|hSpc25	2	-1.0	168834132.0	168913371.0	57405	ENSG00000152253
ABHD6	-	3	1.0	58237532.0	58295693.0	57406	ENSG00000163686
NMRAL1	HSCARG|SDR48A1	16	-1.0	4461691.0	4495763.0	57407	ENSG00000153406
LRTM1	HT017	3	-1.0	54918231.0	54967088.0	57408	ENSG00000144771
MIF4GD	AD023|MIFD|SLIP1	17	-1.0	75266228.0	75271231.0	57409	ENSG00000125457
SCYL1	GKLP|HT019|NKTL|NTKL|P105|SCAR21|TAPK|TEIF|TRAP	11	1.0	65525077.0	65538704.0	57410	ENSG00000142186
AS3MT	CYT19	10	1.0	102869470.0	102901899.0	57412	ENSG00000214435
TMIGD3	AD026	1	-1.0	111483348.0	111563962.0	57413	ENSG00000121933
RHBDD2	NPD007|RHBDL7	7	1.0	75842602.0	75888926.0	57414	ENSG00000005486
CEP15	C3orf14|HT021	3	1.0	62319015.0	62336213.0	57415	ENSG00000114405
WDR18	Ipi3|R32184_1	19	1.0	984332.0	998438.0	57418	ENSG00000065268
SLC24A3	NCKX3	20	1.0	19212642.0	19722926.0	57419	ENSG00000185052
NDRG3	-	20	-1.0	36651766.0	36746090.0	57446	ENSG00000101079
NDRG2	SYLD	14	-1.0	21016763.0	21070872.0	57447	ENSG00000165795
BIRC6	APOLLON|BRUCE	2	1.0	32357023.0	32619571.0	57448	ENSG00000115760
PLEKHG5	ARHGEF45|CMTRIC|DSMA4|GEF720|Syx|Tech	1	-1.0	6467122.0	6520074.0	57449	ENSG00000171680
